speed,gas,brake
0.0,0.003219913725346992,0.0
0.0,0.00830218130649054,0.0
0.30797562997950745,0.7159512599590149,0.0
0.32019915125815956,0.1250629938172632,0.0
0.0,0.0,0.38289008332181595
0.0,0.0,0.48339246450767565
0.0,0.0,0.3274194077409154
0.0,0.0,0.6048213118578384
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.00392019702795538,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.012856723636626186,0.0
0.0,0.010675152738187326,0.0
0.0,0.0,0.0
0.12353764356462818,0.34707528712925634,0.0
0.35939733480952196,0.5719664577769169,0.0
0.5350628568558489,0.4520498387622729,0.0
0.8206380826792011,0.6722205773604162,0.0
1.0703117376955265,0.600988586198009,0.0
1.443685210872929,0.8488875698301961,0.0
1.5240416256508464,0.2636001999775807,0.0
1.769665508479768,0.5942958489091448,0.0
2.0572147178010787,0.6786377496595815,0.0
2.3481247183839087,0.6859344306012618,0.0
2.5017456095461696,0.41193803176128974,0.0
2.5233898923281637,0.14829205678308058,0.0
2.565277149588225,0.1888212943047788,0.0
2.651886881668806,0.2783500184603392,0.0
2.6977277684813274,0.1969855473883799,0.0
2.7800099582644315,0.26995983510317045,0.0
2.8444684807055896,0.23447706479884511,0.0
2.8585232831754688,0.1337985419011694,0.0
2.9275737418158303,0.24381796384707377,0.0
2.97831893282018,0.20734552949233118,0.0
2.986216233919583,0.12175124006444613,0.0
3.05450385723691,0.24254767910249259,0.0
3.1129366809720898,0.22297465518483373,0.0
3.183692543606041,0.24773759862984665,0.0
2.4819149305869397,0.0,0.6485939204754949
1.8196574480157985,0.0,0.6097755676405543
1.2604700345613744,0.0,0.5073677560064082
1.3475772321136925,0.27673533517375903,0.0
1.4228104052257622,0.25316150068836685,0.0
1.5091936748552843,0.2756121600694959,0.0
0.9128013722575187,0.0,0.5448831089229105
0.2173670259568723,0.0,0.6445215449283888
0.17018368766738182,0.006068057472932783,0.0
0.12001350397971444,0.0,0.0
0.07025440383816647,0.0007218267248635005,0.0
0.021073856812883596,0.0017794147571105914,0.0
0.0,0.0,0.0
0.0,0.012806360467035942,0.0
0.0,0.005101076493984695,0.0
0.0,0.0,0.0
0.0,0.0005192217539271564,0.0
0.1902793302929382,0.4805586605858764,0.0
0.418032635519912,0.5558871691145334,0.0
0.6590019478057556,0.5827746898427272,0.0
0.9073517645685483,0.5980176374211968,0.0
1.175762000989667,0.6386351763713747,0.0
1.2253442244096908,0.2015159708420269,0.0
1.2595151270417724,0.17079249371298255,0.0
1.2739543167734275,0.1313974097173939,0.0
1.284892561138418,0.1244243973635278,0.0
1.5195042525760332,0.5717931679975071,0.0
0.8509569981462327,0.0,0.6170277501772243
0.3462668471893722,0.0,0.4538391939587143
0.0,0.0,0.41667534955303465
0.0,0.0,0.3913175808079488
0.01728206075463763,0.13456412150927527,0.0
0.04913533819646168,0.1637411190051574,0.0
0.1275453310156061,0.2569182563146818,0.0
0.41871006646277675,0.6825845615563725,0.0
0.71841760406212,0.7002524953316118,0.0
0.9702233318773099,0.6050482908385041,0.0
1.0417805173318104,0.24505481757275563,0.0
1.0958828499946593,0.21028822636036132,0.0
1.1167705518316655,0.1439671693740017,0.0
1.2015881087768086,0.2718686549939493,0.0
1.2208847656060724,0.1409964898760815,0.0
1.2691287339621475,0.1989297062433624,0.0
1.343827883024743,0.25193655559311534,0.0
1.4271589862683756,0.2693498622533148,0.0
0.9341857536416277,0.0,0.44154607364047943
0.4137410559275476,0.0,0.4695105119604385
0.0,0.0,0.46948775486330396
0.0,0.0,0.492667411361113
0.0,0.0,0.4038498373347349
0.0,0.0,0.5379665597691554
0.0,0.0,0.5536700093021084
0.0,0.0,0.4582461992298196
0.0,0.0,0.3625189181824825
0.0,0.0,0.5512369691613713
0.0,0.0,0.5196647879490549
0.0,0.0,0.4572692334497863
0.0,0.0,0.7026048946909832
0.05701253637663928,0.21402507275327856,0.0
0.09884405456161932,0.18377706144271336,0.0
0.11361830302739619,0.12974618504067698,0.0
0.163002135686477,0.19899490192421643,0.0
0.24046077938658156,0.25524329167158205,0.0
0.5026578734693924,0.6248751097243948,0.0
0.4540040009720363,0.003697570752226552,0.0
0.40354999697106425,0.0,0.0
0.3568822625316046,0.00747163111502282,0.0
0.306525380269073,0.0,0.0
0.2562188548888039,0.0,0.0
0.20596263603391513,0.0,0.0
0.15966041161566785,0.007807476435573308,0.0
0.10950075120405217,0.0,0.0
0.05939125045284812,0.0,0.0
0.009331859202395272,0.0,0.0
0.0,0.009604419513470559,0.0
0.0,0.0,0.0
0.0,0.0016020753081557254,0.0
0.22137003615116227,0.5427400723023246,0.0
0.384884865514825,0.42747239879962773,0.0
0.7090059204523933,0.7490118796061663,0.0
0.658296914531941,0.0,0.0
0.607638617617409,0.0,0.0
0.5586601461377244,0.003258334275865712,0.0
0.5156699265994356,0.015136881215697815,0.0
0.4651542566728361,0.0,0.0
0.41468910241616325,0.0,0.0
0.3642744133137471,0.0,0.0
0.3206639826507335,0.013507687500600263,0.0
0.27034331866808275,0.0,0.0
0.22155153108157635,0.002957111464323361,0.0
0.17132997955049478,0.0,0.0
0.3065001585866639,0.37068301803143927,0.0
0.490615237342348,0.4688431578285416,0.0
0.7219060320922254,0.5635628199744394,0.0
1.06757598002544,0.792783707930614,0.0
1.0165084040454146,0.0,0.0
0.9654918956413693,0.0,0.0
0.9145264037457279,0.0,0.0
1.182965289660685,0.6387068246374058,0.0
1.2372921591578636,0.2110196695736785,0.0
1.2832345139652905,0.19435929393316959,0.0
0.6707142863608242,0.0,0.561236993090501
0.1615352928386633,0.0,0.45850827923580006
0.0,0.0,0.5111496558875008
0.03914292179462989,0.17828584358925975,0.0
0.08627919873706352,0.19435083972845651,0.0
0.12361922262370842,0.1748526061707639,0.0
0.16506212208691032,0.18313303737165118,0.0
0.0,0.0,0.49836594589448646
0.0,0.0,0.5177043235641972
0.0,0.0,0.6110389232732215
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.013464937306028855,0.0
0.0,0.0,0.0
0.0,0.005494820466619255,0.0
0.0,0.0,0.0
0.0,0.0006237849267236244,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.45,1.0,0.0
0.7084855912133905,0.617871182426781,0.0
0.7396614934941037,0.16376877574385323,0.0
0.7427256264287885,0.10760758885635764,0.0
0.7624160782617473,0.14086635491877528,0.0
0.8295173541601414,0.23572738395331178,0.0
0.9025316686153456,0.24768766361872877,0.0
0.921672189394955,0.14008610489644946,0.0
0.9468949807285985,0.15228892704607683,0.0
0.9876596757249214,0.18342317995410318,0.0
1.0561669976842207,0.23898996327004832,0.0
1.120423830806996,0.23062600024091903,0.0
1.1941538634279383,0.24970091290349866,0.0
1.2603370913936078,0.23475476365819492,0.0
1.3642995600780137,0.3104456115515989,0.0
1.4231227881002801,0.22037505516468886,0.0
1.4531876469482505,0.16297596327214137,0.0
1.4765112949954673,0.14955367138832987,0.0
1.5331384717353214,0.21620737606969911,0.0
1.02037304201255,0.0,0.46123229125103615
0.24338357602579574,0.0,0.7259690929447418
0.0,0.0,0.3630166260041796
0.0,0.0,0.0
0.0,0.013774922105626345,0.0
0.0,0.013483593124873324,0.0
0.0,0.007029827772030468,0.0
0.0,0.0,0.0
0.2999408970679691,0.6998817941359382,0.0
0.40581786665613384,0.3123538209704654,0.0
0.680318544050977,0.6498129905229986,0.0
0.8477534869516858,0.4362305228895196,0.0
0.9773273438889453,0.36084322084842213,0.0
1.2410789246112524,0.629457816132392,0.0
1.6277876231724666,0.8758995549716512,0.0
1.9376369655989756,0.7229542600993629,0.0
2.1710896354967755,0.5707806137267976,0.0
2.3936236906655983,0.5494102896086394,0.0
2.8242375888676943,0.9660150437855233,0.0
2.772736920061346,0.002647137565038228,0.0
2.7208668259697943,0.0018052856570196637,0.0
3.031443324184118,0.7265947300805868,0.0
3.312004293420283,0.6671848251206985,0.0
3.665246378369454,0.813108178485183,0.0
3.8076022184020473,0.3920421728219249,0.0
3.753794616183645,0.0,0.0
3.7000408215674616,0.0,0.0
3.646340780745894,0.0,0.0
3.5956844454470813,0.005980010963866558,0.0
3.5420887610016343,0.0,0.0
3.4977991811672093,0.018505017853153092,0.0
3.444301381986042,0.0,0.0
3.3908570806040563,0.0,0.0
3.3374662235234522,0.0,0.0
3.284128757299929,0.0,0.0
3.230844628542629,0.0,0.0
3.177613783914086,0.0,0.0
3.124436170130172,0.0,0.0
3.0713117339600418,0.0,0.0
3.020173573039009,0.0038663016258541857,0.0
2.9671852205542346,6.364217652899987e-05,0.0
2.916832108076936,0.005228145486511188,0.0
2.8639152759688593,0.0,0.0
2.819068315326124,0.016033909266467486,0.0
2.77167931838676,0.010860142751923674,0.0
2.7220631426896733,0.006311007242600115,0.0
2.6693410795469834,0.0,0.0
2.6166717384674363,0.0,0.0
2.5640550667289688,0.0,0.0
2.512037833392506,0.0010936434605322903,0.0
2.4595257955591134,0.0,0.0
2.4070662697635545,0.0,0.0
2.355183904059826,0.0010494011320700328,0.0
2.3060390590567943,0.006420677802056001,0.0
2.2620834379205665,0.016700835845657888,0.0
2.2167310389118384,0.013819368858385073,0.0
2.1654746949021026,0.0019207740583522743,0.0
2.115975839291814,0.005333238169226888,0.0
2.0649846820153424,0.0022496371256403576,0.0
2.3282123239197747,0.6305852531728958,0.0
2.653626336836733,0.7554844504817564,0.0
2.874288721644829,0.5466320222898655,0.0
3.1500300094180362,0.6572311529897041,0.0
3.3975302808953627,0.6013006029734894,0.0
3.6892906006909922,0.6903157001530497,0.0
4.0074921494506786,0.7437816787207553,0.0
4.290072197497674,0.673175080392892,0.0
4.599447062478161,0.7273298743559691,0.0
4.889320327439412,0.6889454240474595,0.0
5.170768641165694,0.6726752681074426,0.0
5.3062435455465735,0.3812913460440912,0.0
5.590606810124443,0.6793390162468325,0.0
5.851642929645129,0.6332534526616196,0.0
6.077146841824311,0.5627111102176544,0.0
6.429503457968652,0.8168675259723313,0.0
6.7150356788437415,0.683923448666117,0.0
6.968721218832041,0.6208011513342855,0.0
7.327216334731363,0.8309276742363072,0.0
7.462620800325921,0.3854633638585805,0.0
7.65622750006109,0.5021386410709892,0.0
8.011600936086598,0.8260593270511396,0.0
8.22858806557454,0.5499974608480559,0.0
7.82145957001609,0.0,0.34889990749287536
7.763638110446074,0.0,0.0
8.095642132336332,0.779535320001409,0.0
8.351396988923101,0.6277009974382124,0.0
8.297307685873292,0.008524187878227965,0.0
8.23901037818742,0.0,0.0
8.180771367809232,0.0,0.0
8.283585822837482,0.3219904527921185,0.0
8.227746637212578,0.0048888003958650365,0.0
8.170033597122274,0.0010294130938178036,0.0
8.111863563525151,0.0,0.0
8.058917668710663,0.010331937498074402,0.0
8.00556430032693,0.009411098569952514,0.0
8.257251932644344,0.6193863932354821,0.0
8.584562018444677,0.771134675465954,0.0
8.775627154378727,0.49929939590499006,0.0
8.781134042179849,0.12856502991100122,0.0
8.83888416833017,0.23306252038500236,0.0
8.875153117951296,0.1902156675789117,0.0
8.920821350869206,0.20908677207172074,0.0
8.892551512506547,0.061301965976419875,0.0
8.944927850457315,0.22253777892655152,0.0
8.999916421102869,0.22786699699202115,0.0
9.026921360686375,0.17200971200921775,0.0
8.967894439325688,0.0,0.0
8.908926544886363,0.0,0.0
8.850017618341477,0.0,0.0
8.791167600723135,0.0,0.0
8.732376433122411,0.0,0.0
8.676421163369277,0.005554213359977112,0.0
8.61898034527444,0.0024712061370664585,0.0
8.560361364929166,0.0,0.0
8.501801003564237,0.0,0.0
8.443299202560674,0.0,0.0
8.391990300752845,0.014268794789462967,0.0
8.333598310452091,0.0,0.0
8.275264712141638,0.0,0.0
8.217105054986984,0.0002312151149742728,0.0
8.158887949931996,0.0,0.0
8.100729061982063,0.0,0.0
8.048074252413626,0.01089183898708996,0.0
7.990340190731653,0.0006280251408817217,0.0
7.932349850540922,0.0,0.0
7.879445189728669,0.010055378076575854,0.0
7.829096894782102,0.015062300486322082,0.0
8.123114025566776,0.7036924553589133,0.0
8.371075750895375,0.6121696787083303,0.0
8.657343031016168,0.689276711743375,0.0
8.93670908807111,0.6760468001719143,0.0
9.129238557803571,0.5029323576410659,0.0
9.269779104816323,0.3993395711411102,0.0
9.324083105679172,0.22714755993533237,0.0
8.721452013455604,0.0,0.5433070091178889
8.71383587326095,0.10221062363760308,0.0
8.718577168905545,0.12691026303571507,0.0
8.707226858444919,0.09473653341655933,0.0
8.298057771895673,0.0,0.35046185969080124
7.650029756327423,0.0,0.5897299577963538
7.117207812189394,0.0,0.4751719143817022
6.341948087102333,0.0,0.7181425172748717
5.542294019015575,0.0,0.743312119999655
5.588076880568923,0.20265031114472729,0.0
5.613230491027711,0.1614833746787136,0.0
5.108571564854265,0.0,0.4490456956824182
5.053462993289411,0.0,0.0
5.001896406967359,0.006973753342473405,0.0
5.184394873986929,0.47500072685307604,0.0
5.568681459623531,0.8789419610211769,0.0
5.516803552560363,0.007381548792910923,0.0
5.4644703477518375,0.006367197488068749,0.0
5.409005877404086,0.0,0.0
5.3535968715266815,0.0,0.0
5.300798354559765,0.005110159809220839,0.0
5.245497556205205,0.0,0.0
5.1902520586489995,0.0,0.0
5.142816360163786,0.015509107146869988,0.0
5.090749721691364,0.006152355775484817,0.0
5.036872853494281,0.0024277630492163136,0.0
4.981835980640787,0.0,0.0
4.927927785856107,0.0021472823919216236,0.0
4.876551886312742,0.007104056484983543,0.0
4.83225093489981,0.02115120094676134,0.0
4.77741868396491,0.0,0.0
4.722641265280945,0.0,0.0
4.672773226818183,0.009709205605037527,0.0
4.6181004535913655,0.0,0.0
4.563482353137774,0.0,0.0
4.514513230338214,0.011188719107157161,0.0
4.459998717107876,0.0,0.0
4.406926108698646,0.002774780615755309,0.0
4.356468984430925,0.007899603681954812,0.0
4.5998705355732685,0.595516040253549,0.0
5.015084841906238,0.9396283537370853,0.0
5.2114192939777135,0.5026990738267642,0.0
5.156207874683735,0.0,0.0
5.106843640588811,0.011583947559519176,0.0
5.0519733910052445,0.0004731881140444756,0.0
4.999676584826942,0.005510334425407307,0.0
4.945635500895116,0.0019171853060004844,0.0
4.893859992419663,0.006340254050883458,0.0
4.8389661324272435,0.0,0.0
4.784891112523,0.0015278924563678657,0.0
5.104997679822635,0.7497829168243164,0.0
5.266575597849358,0.43336583141309176,0.0
5.329762301333101,0.23690655816318482,0.0
5.390948535984824,0.2330319939061118,0.0
5.485648363662401,0.3001815524271236,0.0
4.9388194480510785,0.0,0.4913432672476598
4.14432283027717,0.0,0.7395577983258566
4.090178507446893,0.0,0.0
4.036088328939447,0.0,0.0
4.3703493412690015,0.7765942013169878,0.0
4.477844177498778,0.3237303711420893,0.0
4.536514625107041,0.22629658357152405,0.0
4.587316271009503,0.21067632105513845,0.0
4.790903028169232,0.5163481468614776,0.0
4.824954666618378,0.1776850829546294,0.0
4.8421762763726655,0.14409312884181108,0.0
